poly_id,cluster_p_moto,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,intersection_density_km2,street_density_km2,area_km2,p_walk,p_tpc,p_sitva,p_auto,p_moto,p_taxi,p_bike
117,0,48,102,4.25,6105.598470691926,59.858808536195355,3.1666666666666665,46,3692.371391267852,63,58.609069702664314,1.0018651063733228,225.43492532560487,18095.423236192782,0.20405001546925491,0.516,0.325,0.032,0.011,0.001,0.066,0.01
118,2,4,6,3.0,645.9325133050963,107.65541888418272,2.5,3,322.9662566525482,3,107.65541888418274,1.0001516272815087,32.368716398770815,3484.667722652987,0.0926820811502406,0.0,0.0,0.0,0.0,1.0,0.0,0.0
119,0,77,198,5.142857142857143,14996.474157577455,75.7397684726134,3.0779220779220777,72,7830.464110198738,107,73.18190757195083,1.0381903650126987,199.76324752632502,21725.540837383818,0.3604266595160942,0.4,0.25,0.044,0.111,0.146,0.022,0.0
120,1,117,293,5.0085470085470085,15179.535450984582,51.80728822861632,3.076923076923077,105,8459.827121237495,166,50.9628139833584,1.0133123173409384,445.59054203463256,35901.13288068096,0.23564234447291993,0.144,0.292,0.176,0.119,0.097,0.086,0.028
121,0,78,183,4.6923076923076925,15640.772786915468,85.46870375363643,3.58974358974359,75,10185.014379692091,120,84.87511983076743,1.003919370282291,134.1996106705976,18224.332859054888,0.5588689834882814,0.468,0.155,0.1,0.07,0.142,0.025,0.0
122,2,15,17,2.2666666666666666,1016.1080226678636,59.77106015693315,3.0,14,848.3555346787966,16,53.02222091742479,1.0224447071178668,45.387298184000265,2750.3261156081085,0.3084563426367428,0.139,0.113,0.073,0.421,0.168,0.053,0.0
123,0,88,160,3.6363636363636362,12132.479874605662,75.82799921628539,3.0681818181818183,85,8234.460371492649,121,68.05339149993925,1.1273617050268048,133.04005397379214,12888.388850216877,0.6389053331017465,0.186,0.206,0.072,0.201,0.148,0.128,0.003
124,0,66,173,5.242424242424242,12754.8203209911,73.7272850924341,2.9696969696969697,62,6474.0490381458285,88,73.56873906983895,1.0563978675921584,141.23265885441973,14747.534825987645,0.4389919477753978,0.36,0.215,0.077,0.11,0.14,0.057,0.007
125,0,56,171,6.107142857142857,17031.26716600401,99.59805360236264,3.6607142857142856,55,8810.016439848709,92,95.76104825922509,1.0000347883411986,133.97839553908844,21460.943041525854,0.41051394725766555,0.325,0.161,0.156,0.099,0.176,0.031,0.0
126,1,145,394,5.43448275862069,24894.150282137376,63.18312254349588,3.179310344827586,140,13149.402755609044,208,63.218282478889634,1.0148157268884266,238.18619741542378,22371.47314744581,0.5877754526465029,0.495,0.166,0.094,0.051,0.122,0.029,0.003
127,0,71,201,5.661971830985915,14408.0560638473,71.68187096441443,3.408450704225352,70,7491.987380819168,103,72.73774156135114,1.008659124146017,163.47687351225457,17496.666762994035,0.4281951232371266,0.36,0.231,0.142,0.064,0.103,0.033,0.013
128,0,48,129,5.375,9735.845419883162,75.4716699215749,3.0,42,5030.800903007738,66,76.22425610617785,1.0457811270246746,144.06761987543177,17256.559813416614,0.29152976939797676,0.289,0.323,0.083,0.043,0.202,0.026,0.008
129,2,25,43,3.44,3793.9180740150996,88.23065288407209,2.68,19,2439.7122704230414,29,84.12800932493246,1.0361162634965415,54.804020211812684,7037.1600304879885,0.3466898947662358,0.168,0.246,0.031,0.154,0.14,0.191,0.0
130,3,76,146,3.8421052631578947,75495.69204725066,517.0937811455525,2.4473684210526314,54,45978.44430357357,89,516.6117337480176,1.2920621106709282,0.9267843157412069,789.1129822728263,58.2659838786901,0.253,0.13,0.035,0.041,0.282,0.0,0.025
131,0,18,33,3.6666666666666665,2730.2286166522,82.73420050461212,3.1666666666666665,18,1821.8746325523407,22,82.81248329783367,1.000043951354321,151.3228955975502,15316.185822974612,0.11895093554032814,0.28,0.083,0.3,0.126,0.134,0.041,0.0
132,0,32,73,4.5625,5481.25484002602,75.08568274008248,3.1875,30,3307.665059357906,43,76.92244324088153,1.022891865671657,192.24468253030113,21196.033975094342,0.15605113028430045,0.18,0.152,0.173,0.358,0.058,0.017,0.061
133,1,90,219,4.866666666666666,15941.167841724733,72.7907207384691,3.088888888888889,86,9293.237422715769,124,74.94546308641749,1.0802373240701952,188.12351154686158,20328.796018604604,0.45714647410553677,0.19,0.088,0.129,0.262,0.177,0.037,0.01
134,0,13,19,2.923076923076923,1262.491026579831,66.44689613578058,3.3076923076923075,13,1089.9287105173069,16,68.12054440733168,1.0075934413095533,142.7503904063362,11968.288380109243,0.09106805216431109,0.228,0.116,0.211,0.156,0.096,0.14,0.029
135,0,17,21,2.4705882352941178,1485.820201678464,70.75334293706972,2.8823529411764706,15,1146.4602838105193,17,67.4388402241482,1.0171477030215261,189.59661271091576,14490.999094537974,0.07911533748164054,0.225,0.071,0.121,0.261,0.146,0.164,0.0
136,2,24,50,4.166666666666667,1522.2357478471042,30.444714956942086,2.3333333333333335,16,761.1178739235519,25,30.444714956942075,1.0360115729800483,57.40985774890692,2730.979304506349,0.2786977816593639,0.722,0.103,0.071,0.0,0.071,0.028,0.0
137,1,131,286,4.366412213740458,28701.527285975997,100.35499051040559,2.5267175572519083,96,15241.007616912657,152,100.26978695337274,1.1199750441095973,68.02537884382305,10799.74288647996,1.4112380060448153,0.395,0.164,0.099,0.091,0.126,0.044,0.007
138,0,11,19,3.4545454545454546,1127.0771480286726,59.31984989624593,3.6363636363636362,11,724.1107131781828,12,60.342559431515234,1.000000023404046,270.68775937017807,17818.900589649453,0.04063722728206926,0.61,0.127,0.098,0.066,0.036,0.0,0.006
139,0,9,18,4.0,1550.4537342149608,86.13631856749782,3.2222222222222223,9,775.2268671074804,9,86.13631856749782,1.0702548091694697,122.34801354249979,10538.607470597299,0.07356065488446764,0.616,0.096,0.079,0.017,0.13,0.017,0.02
140,0,12,30,5.0,1907.0661486843564,63.56887162281188,3.0833333333333335,11,953.5330743421785,15,63.5688716228119,1.0809822531662403,190.13931351058633,16482.193105914608,0.05785231784476574,0.515,0.062,0.113,0.085,0.197,0.028,0.0
142,1,126,231,3.6666666666666665,17382.372339698693,75.24836510692074,3.1904761904761907,117,13210.367188718083,178,74.21554600403417,1.0183697785989647,142.7054936208344,16112.751885286225,0.8198703289648164,0.339,0.144,0.126,0.123,0.183,0.021,0.013
143,2,48,81,3.375,6972.309928132467,86.0779003473144,2.9166666666666665,44,4709.984557566281,53,88.86763316162795,1.052804850154769,75.63163900478435,8095.996631271862,0.5817671093603647,0.094,0.178,0.213,0.267,0.171,0.054,0.006
144,1,149,276,3.704697986577181,18395.99910207268,66.65217065968363,3.2885906040268456,145,15301.596821333102,229,66.81920009315765,1.0247980758418918,205.5310122416434,21689.328852428313,0.7054896408018615,0.342,0.216,0.098,0.097,0.118,0.076,0.023
145,1,105,263,5.0095238095238095,15414.513695168773,58.61031823258089,3.057142857142857,96,9125.682645695648,152,60.03738582694505,1.029770251756304,152.3234749617801,14479.746791570544,0.6302377228729034,0.467,0.114,0.117,0.076,0.167,0.047,0.007
146,1,201,362,3.601990049751244,19603.591861776065,54.15356867893941,3.63681592039801,200,18243.578672546046,336,54.296365096863234,1.0094555004770331,304.52224192565495,27777.87739055393,0.6567664770077035,0.445,0.124,0.106,0.103,0.141,0.038,0.007
147,1,144,285,3.9583333333333335,20667.43516525083,72.51731636930116,2.7430555555555554,116,12342.580622146412,180,68.56989234525784,1.0690487435963463,133.68582281247467,14224.379707766797,0.8677060705435974,0.324,0.152,0.157,0.102,0.145,0.045,0.02
148,0,55,120,4.363636363636363,7830.375704296419,65.25313086913683,2.7818181818181817,43,4357.993366623691,67,65.04467711378643,1.0591309685352952,66.8183859076148,6771.955408229935,0.6435354493515176,0.353,0.144,0.092,0.171,0.12,0.037,0.006
149,0,71,113,3.183098591549296,8292.826520481505,73.38784531399563,3.5492957746478875,69,7935.373737139407,107,74.16237137513464,1.0007767361049293,173.5255056485792,19956.373047066252,0.39763606936110923,0.249,0.18,0.152,0.181,0.135,0.072,0.012
150,2,26,52,4.0,3964.396263780907,76.23838968809436,2.4615384615384617,17,2235.1619997038724,29,77.07455171392664,1.0351594047107162,31.49265820357205,4140.6584050756865,0.5398083543824757,0.381,0.12,0.072,0.091,0.202,0.051,0.043
151,1,108,203,3.759259259259259,13768.679774342023,67.8260087406011,2.814814814814815,91,9173.155432600954,142,64.59968614507714,1.0167526200026509,96.09157160367667,9686.405737180552,0.9470133382282837,0.292,0.233,0.205,0.11,0.07,0.066,0.0
152,1,223,478,4.286995515695067,39558.12346688974,82.75758047466472,2.7309417040358746,178,23100.636287009096,297,77.77992015827978,1.0442999321427302,79.50064482574803,10317.5027005747,2.238975550325987,0.29,0.279,0.1,0.104,0.148,0.012,0.007
153,0,23,39,3.391304347826087,3709.6265534779177,95.11862957635687,3.0,21,2385.256998409546,29,82.25024132446711,1.0002919595906927,90.60028320572148,10290.712360682573,0.23178735492819996,0.169,0.02,0.564,0.032,0.215,0.0,0.0
154,1,98,200,4.081632653061225,13834.169273740208,69.17084636870104,3.1020408163265305,92,9575.716279370094,134,71.46056924903056,1.0089660858581835,250.44692919050163,26067.486271388432,0.3673432942354845,0.289,0.316,0.065,0.149,0.084,0.07,0.005
155,0,81,172,4.246913580246914,11457.52020749872,66.61348957848092,3.0864197530864197,79,7700.322667293902,117,65.81472365208462,1.0387331902175145,259.67466786348683,25311.123178116744,0.30422682601265894,0.384,0.167,0.236,0.053,0.104,0.022,0.017
156,0,87,151,3.471264367816092,11107.128272262747,73.55714087591224,3.3563218390804597,79,9955.379200736692,133,74.85247519350897,1.0174622882411202,118.15989459199415,14890.209582055424,0.6685855659637039,0.329,0.219,0.125,0.109,0.129,0.057,0.005
157,1,112,289,5.160714285714286,17854.58116504961,61.78055766453153,3.107142857142857,103,9785.116868862924,162,60.401955980635336,1.0243423072108222,237.39561746275737,22552.85301969861,0.43387490089684844,0.533,0.16,0.142,0.033,0.093,0.011,0.019
158,1,301,658,4.372093023255814,47626.60371911864,72.38085671598577,3.1196013289036544,270,31885.313736075328,455,70.07761260675896,1.0080453415238084,221.21176310019615,26123.7276613338,1.2205499211075208,0.18,0.233,0.171,0.14,0.133,0.049,0.005
159,1,171,428,5.005847953216374,33615.95824551907,78.54195851756792,2.584795321637427,130,16879.622511729933,215,78.50987214758108,1.0849592395723078,86.69127339202241,11256.276691680889,1.4995742352535681,0.411,0.111,0.231,0.077,0.107,0.023,0.011
160,1,205,432,4.214634146341464,29254.046656850176,67.7177005945606,3.1414634146341465,177,20225.472371437012,296,68.32929855215207,1.019772003386513,195.35604552319273,22322.98475323461,0.9060379960393214,0.378,0.227,0.156,0.074,0.112,0.035,0.002
161,2,3,4,2.6666666666666665,504.8025128431154,126.20062821077885,1.6666666666666667,1,252.4012564215577,2,126.20062821077885,1.0995370735938064,2.5079650540561187,633.0135307051243,0.3987296387494336,0.455,0.227,0.091,0.0,0.182,0.0,0.0
162,2,43,103,4.790697674418604,8714.777722442168,84.60949245089483,2.627906976744186,32,4456.809481399573,53,84.09074493206742,1.0722699449291941,56.39985597944798,7855.106652461693,0.5673773353545575,0.283,0.307,0.147,0.051,0.111,0.015,0.0
163,0,15,29,3.8666666666666667,2275.1474225782863,78.45335939925126,3.0,14,1381.8232661951602,20,69.091163309758,1.3420346592512922,132.227771267887,13051.100769649867,0.10587790950235927,0.546,0.134,0.147,0.054,0.059,0.029,0.029
164,0,30,49,3.2666666666666666,4113.980228115473,83.9587801656219,3.2,28,3281.588481515203,36,91.15523559764453,1.0320133949048431,127.8554327689266,14984.604124058964,0.2189973424954453,0.411,0.137,0.084,0.097,0.151,0.074,0.005
165,2,25,50,4.0,3225.2525543294682,64.50505108658936,2.92,21,1935.512954330061,31,62.43590175258261,1.1218830244255815,88.20272975142869,8129.406001960177,0.23808786937980053,0.475,0.104,0.046,0.091,0.2,0.0,0.042
166,0,26,55,4.230769230769231,4630.722291780458,84.1949507596447,3.1538461538461537,25,2527.4521408880364,31,81.53071422219472,1.0215525000693404,107.8861011628037,10907.07829423966,0.23172586394863015,0.449,0.166,0.088,0.096,0.171,0.0,0.005
167,2,8,16,4.0,1642.111663488071,102.63197896800443,3.125,8,821.0558317440356,8,102.63197896800445,1.0572370245312097,73.2007412979301,7512.736941331496,0.10928851071930629,0.495,0.126,0.072,0.053,0.211,0.021,0.008
168,0,56,137,4.892857142857143,8348.780007701156,60.94000005621282,2.8214285714285716,46,4348.356832340963,73,59.5665319498762,1.1448118432164842,192.8434702285705,18229.396116103166,0.238535429514299,0.344,0.191,0.197,0.04,0.228,0.0,0.0
169,2,13,17,2.6153846153846154,1636.2245225327742,96.24850132545731,2.8461538461538463,11,1122.4315609127668,12,93.53596340939724,1.0446063596076012,130.26097767071167,13291.730226632724,0.08444585782095874,0.123,0.073,0.302,0.153,0.28,0.068,0.0
170,0,26,43,3.3076923076923075,4134.163574859014,96.14333895020964,2.9615384615384617,23,2623.1591459892834,29,90.45376365480287,1.0093750774766195,175.77328529225258,20047.01308412852,0.13085037331900942,0.059,0.231,0.0,0.197,0.096,0.182,0.091
171,0,74,154,4.162162162162162,12845.109385665572,83.4098012056206,2.77027027027027,59,7283.284883109603,86,84.68935910592562,1.0178582110559131,165.17288316159042,20389.850220854918,0.35720149016397357,0.379,0.177,0.082,0.174,0.168,0.0,0.0
172,0,40,71,3.55,5404.33385551687,76.11737824671648,3.175,40,4107.717869434279,55,74.68577944425962,1.0261889348332054,215.49622800190193,22129.942663977406,0.1856180981490171,0.351,0.218,0.111,0.099,0.089,0.046,0.0
173,2,5,10,4.0,2169.3825340351523,216.93825340351523,2.2,3,1084.6912670175761,5,216.93825340351523,2.817501814798799,33.65731635660652,12169.265707752971,0.08913366616085351,0.539,0.153,0.24,0.0,0.0,0.0,0.0
174,0,93,195,4.193548387096774,13468.893189165197,69.0712471239241,2.4301075268817205,64,7005.086123009708,103,68.0105448835894,1.0791907057722163,95.23349459467283,10423.731741107229,0.6720324637082049,0.406,0.201,0.147,0.045,0.182,0.0,0.014
175,2,8,9,2.25,293.0828826031618,32.56476473368465,3.0,8,279.78801358584155,8,34.973501698230194,1.0089595634787902,64.06550358055618,2240.594998272554,0.12487219412769889,0.112,0.074,0.35,0.241,0.203,0.014,0.007
176,0,40,79,3.95,6013.374923703232,76.11866992029407,2.75,33,3481.9457046672487,46,75.69447184059236,1.0871065403289437,123.93731426403421,13077.060577262087,0.266263636548532,0.177,0.041,0.072,0.405,0.046,0.039,0.0
177,0,52,125,4.8076923076923075,7941.032175818739,63.52825740654991,2.923076923076923,47,4163.012029007498,67,62.1345078956343,1.035673077211301,161.55377474669947,14309.581012810164,0.2909248024299736,0.235,0.08,0.149,0.143,0.133,0.105,0.0
178,0,66,109,3.303030303030303,9268.046809628773,85.02795238191536,3.1666666666666665,62,8106.6381517663385,92,88.11563208441672,1.0234698414456274,136.20868554826538,17809.589143024397,0.4551838948481033,0.224,0.294,0.144,0.13,0.106,0.04,0.047
179,0,19,25,2.6315789473684212,2525.159995737353,101.00639982949411,3.3157894736842106,17,2281.15265500423,23,99.18055021757522,1.0176768266773681,83.94665147207587,11264.419228484743,0.20250956651504917,0.168,0.366,0.176,0.101,0.123,0.05,0.011
180,0,13,18,2.769230769230769,1797.3438303746454,99.85243502081363,3.4615384615384617,13,1797.3438303746457,18,99.85243502081364,1.0415409726045792,101.18978488818911,13990.218120440328,0.1284714659129329,0.151,0.371,0.208,0.083,0.148,0.025,0.006
181,0,12,14,2.3333333333333335,1635.1169872584285,116.79407051845918,3.5,12,1635.1169872584283,14,116.79407051845916,1.0000549411512958,92.92010835346211,12661.270635553306,0.1291431985244009,0.096,0.423,0.317,0.058,0.072,0.03,0.0
182,0,6,6,2.0,930.4531391689828,155.07552319483048,3.6666666666666665,6,930.4531391689828,6,155.07552319483048,1.0000318374866477,98.43004628240124,15264.09092533475,0.06095699663480467,0.082,0.391,0.144,0.141,0.177,0.034,0.0
183,0,36,57,3.1666666666666665,3876.492041683944,68.00863231024464,3.5555555555555554,36,3543.5121028118347,52,68.1444635156122,1.0039195866799966,206.48223697683727,20324.230715085672,0.17434913785847062,0.218,0.329,0.086,0.104,0.139,0.058,0.035
184,0,34,57,3.3529411764705883,5849.647675947459,102.62539782363963,3.411764705882353,34,4926.486523241478,47,104.81886219662718,1.0100498845308141,124.63728465949379,18059.526563776704,0.27279156548449546,0.036,0.228,0.265,0.241,0.152,0.056,0.01
185,0,73,134,3.671232876712329,10902.25939589286,81.3601447454691,3.26027397260274,71,8531.545130587852,106,80.48627481686653,1.0434359802137103,191.17101118995095,22971.607177847633,0.3713952212631921,0.189,0.196,0.293,0.108,0.171,0.026,0.015
186,0,46,66,2.869565217391304,4190.82984680677,63.49742192131469,3.217391304347826,44,3951.679370736158,60,65.86132284560263,1.0081309931265785,170.628263992066,15324.277065499327,0.2578705249093195,0.17,0.46,0.154,0.071,0.071,0.062,0.0
187,0,31,48,3.096774193548387,4023.3794508137635,83.82040522528673,3.4516129032258065,31,3803.1961383769076,46,82.67817692123712,1.00397181301951,160.7897058897278,19726.283500986177,0.19279841223952673,0.065,0.313,0.242,0.12,0.176,0.064,0.02
188,2,12,15,2.5,1439.6169850110157,95.97446566740105,2.9166666666666665,12,1153.4402990345272,13,88.72617684880979,1.0096394153887933,85.46488789726239,8214.88715443089,0.14040853846816295,0.084,0.315,0.21,0.198,0.107,0.053,0.011
189,0,39,78,4.0,5716.035603484348,73.28250773697881,3.5128205128205128,39,4350.108816491398,59,73.73065790663387,1.0073395336272715,228.15678210485834,25448.893060939772,0.17093508963531942,0.079,0.205,0.279,0.327,0.11,0.0,0.0
190,0,82,135,3.292682926829268,8919.197593772442,66.06813032424031,3.4634146341463414,82,8564.998117213992,129,66.39533424196894,1.007370485187485,218.66119349022156,22839.423299408685,0.3750093863988125,0.06,0.211,0.326,0.155,0.179,0.05,0.0
191,0,8,11,2.75,476.79439295033364,43.34494481366669,3.875,8,351.6180582019232,9,39.06867313354702,1.0015022789540198,64.11725219673188,2818.097964332232,0.12477141059403928,0.093,0.418,0.055,0.155,0.189,0.077,0.004
192,0,17,20,2.3529411764705883,1566.2251561619423,78.31125780809711,3.235294117647059,17,1483.860171134371,19,78.09790374391427,1.0726989482488019,145.66581767191687,12714.570890534038,0.11670548569115304,0.104,0.41,0.245,0.055,0.146,0.025,0.006
193,0,36,63,3.5,4671.6934970948505,74.15386503325159,3.1944444444444446,36,4031.596798267178,51,79.05091761308192,1.0491110102513967,214.83125695385874,24058.69465841362,0.167573380663746,0.148,0.172,0.168,0.113,0.369,0.0,0.0
194,0,43,66,3.0697674418604652,4367.500029137832,66.17424286572472,3.3488372093023258,43,4367.500029137833,66,66.17424286572474,1.0352105159282055,258.0992819626924,26215.084220756107,0.16660255570263674,0.096,0.27,0.232,0.119,0.195,0.083,0.002
195,0,23,32,2.782608695652174,3128.4522649649552,97.76413328015485,3.1739130434782608,23,3012.1252444853594,29,103.86638774087446,1.1473903523009619,119.40120482941191,15637.016664723427,0.19262787199559686,0.062,0.321,0.15,0.301,0.126,0.0,0.016
196,0,50,94,3.76,8465.366238979019,90.05708764871297,3.14,47,6064.2835012253145,69,87.88816668442485,1.0291479973167492,140.2598259418674,18097.3478371064,0.33509238789074064,0.263,0.2,0.105,0.188,0.086,0.129,0.006
197,0,14,23,3.2857142857142856,2041.496334100698,88.76071017829122,3.2142857142857144,13,1503.5841844737845,16,93.97401152961153,1.0079628491922223,81.9009715241938,9472.692728985814,0.15872827584419752,0.311,0.176,0.029,0.26,0.013,0.07,0.016
198,0,70,127,3.6285714285714286,10489.800053541197,82.59685081528502,3.1,67,8385.268182391794,100,83.85268182391793,1.0319820944699425,148.33851167761617,18565.04779393535,0.45166962538771444,0.213,0.16,0.193,0.158,0.208,0.046,0.007
199,0,81,170,4.197530864197531,11940.301573849172,70.23706808146572,3.271604938271605,77,7752.28396114765,120,64.60236634289708,1.021772930907726,231.70953013498792,23328.286676760064,0.33231261551970614,0.204,0.29,0.036,0.259,0.145,0.066,0.0
200,0,76,142,3.736842105263158,12984.403086102267,91.43945835283287,3.0921052631578947,72,9801.634690508048,107,91.60406252811259,1.0902025574316243,168.80892965488732,22980.603624623283,0.426517721231908,0.245,0.193,0.066,0.287,0.013,0.117,0.024
201,0,60,95,3.1666666666666665,8185.1006586817975,86.15895430191365,3.1333333333333333,59,6187.083211241499,81,76.38374334866049,1.2001008219661216,222.7713068953986,23361.095132861836,0.2648455980361206,0.224,0.126,0.101,0.302,0.122,0.091,0.005
202,0,36,82,4.555555555555555,6916.158191648531,84.34339258107964,3.25,34,4529.002680283506,51,88.803974123206,1.0256868266623846,93.14960192390006,12408.082258255443,0.36500424368723333,0.234,0.194,0.099,0.285,0.131,0.037,0.0
203,2,9,8,1.7777777777777777,1616.694430021967,202.08680375274588,3.2222222222222223,9,1616.694430021967,8,202.08680375274588,1.0162513270483433,21.288142981911964,3824.0469093742554,0.42277055390162915,0.232,0.205,0.199,0.143,0.131,0.048,0.037
204,0,52,123,4.730769230769231,8603.061850475102,69.94359228028539,3.25,51,5206.530881093174,75,69.42041174790899,1.0031290309054786,202.29647832115265,20652.212970891705,0.2521052290343668,0.26,0.131,0.254,0.177,0.071,0.046,0.061
205,1,100,181,3.62,10066.857252393182,55.61799586957559,3.71,100,9162.734415551537,167,54.86667314701519,1.0035694622133395,307.8654203334125,28208.89082247198,0.3248172525894655,0.21,0.213,0.129,0.181,0.164,0.084,0.019
206,2,19,20,2.1052631578947367,1161.0155862938477,58.050779314692385,3.210526315789474,19,1161.0155862938477,20,58.050779314692385,1.0093184587373418,86.72017901890577,5299.13049932328,0.21909548867349352,0.153,0.232,0.15,0.2,0.077,0.093,0.022
207,0,62,123,3.967741935483871,10498.977275647077,85.35753882639901,3.2096774193548385,62,7258.893564694134,87,83.4355582148751,1.005597820645675,186.2646539351442,21807.66609322255,0.33285971702171624,0.298,0.167,0.252,0.061,0.082,0.116,0.0
208,0,60,132,4.4,9315.421284165765,70.57137336489215,3.1333333333333333,59,5633.144978005626,81,69.54499972846452,1.0095316064323456,214.59872764613777,20489.249914004035,0.2749317325743327,0.189,0.022,0.022,0.343,0.116,0.136,0.0
209,0,87,184,4.2298850574712645,13958.689272000642,75.86244169565566,3.1379310344827585,79,8986.637062393895,123,73.06208993816175,1.048516571700289,190.01518269258665,21615.158015224635,0.41575625105604863,0.247,0.181,0.047,0.257,0.158,0.063,0.016
210,0,92,166,3.608695652173913,9681.255371890322,58.320815493315195,3.4347826086956523,92,8248.735250645115,142,58.089684863698,1.010882287331461,272.86751472623325,24465.346603023972,0.3371599587158742,0.126,0.176,0.159,0.305,0.141,0.042,0.027
211,0,66,152,4.606060606060606,13931.843926941767,91.65686794040636,3.4696969696969697,66,9234.806215163455,104,88.79621360734092,1.008831560178763,174.4845390296297,24414.104628496283,0.3782570098591507,0.169,0.109,0.134,0.254,0.152,0.119,0.026
212,0,71,171,4.816901408450704,12239.173749645934,71.57411549500546,3.2535211267605635,70,7400.622486634222,104,71.15983160225213,1.0112413793987773,202.7282205033485,21433.071819034594,0.34528986554609353,0.18,0.121,0.085,0.35,0.12,0.118,0.0
213,0,73,172,4.712328767123288,12616.283042770743,73.35048280680665,3.410958904109589,73,8240.879498051476,113,72.92813715089801,1.0168197148445273,228.54567899754267,25800.23836190552,0.31941098304809734,0.172,0.155,0.196,0.183,0.125,0.114,0.028
214,0,74,194,5.243243243243243,12886.99747349761,66.4278220283382,2.945945945945946,65,6532.085585159846,98,66.65393454244742,1.0340005572050455,191.55851468359597,19250.4094227592,0.33932190436620796,0.566,0.157,0.054,0.014,0.138,0.041,0.006
215,0,39,83,4.256410256410256,7902.3846666805175,95.20945381542792,3.051282051282051,35,4694.783488891912,52,90.28429786330601,1.055979210100354,101.6722683323262,13637.97961842266,0.34424332784234657,0.294,0.196,0.159,0.078,0.231,0.021,0.0
216,0,24,39,3.25,2722.9351853436974,69.81885090624866,3.2916666666666665,23,2253.1464066520202,32,70.41082520787563,1.0043537351292773,108.13419596511584,10593.138046739397,0.2126986731137282,0.464,0.185,0.026,0.091,0.196,0.018,0.018
217,0,39,83,4.256410256410256,6589.791183022742,79.39507449424991,3.4615384615384617,37,4427.1291141171605,56,79.05587703780644,1.002107819707372,124.71545478159348,14922.470833620398,0.296675340396231,0.384,0.146,0.139,0.088,0.131,0.046,0.0
218,0,50,119,4.76,9083.726334309456,76.33383474209627,3.24,44,5185.073195863072,67,77.38915217706078,1.0143716506907523,174.55638217152594,20570.173144645676,0.2520675523439978,0.542,0.171,0.034,0.073,0.105,0.039,0.0
219,1,91,210,4.615384615384615,14651.62821880792,69.76965818479962,2.769230769230769,74,7738.799386367721,115,67.2939077075454,1.03490255636262,109.64774324995936,11466.782272694472,0.6748884911502948,0.385,0.196,0.209,0.04,0.112,0.034,0.0
220,0,42,90,4.285714285714286,7250.589339077119,80.56210376752354,2.9523809523809526,36,3923.347438118088,50,78.46694876236177,1.064234249347722,144.16371649088975,15711.23188233652,0.24971609276093387,0.419,0.129,0.103,0.086,0.175,0.051,0.008
221,0,63,146,4.634920634920635,11192.779565149807,76.66287373390279,3.2698412698412698,54,6918.036521174519,89,77.73074742892719,1.0038683038499012,143.62006396217478,18399.42310488418,0.3759920341925344,0.388,0.237,0.026,0.11,0.127,0.048,0.013
222,0,57,103,3.6140350877192984,6820.270852891866,66.21622187273655,3.3859649122807016,56,5043.314702604646,80,63.04143378255808,1.0008830075196178,233.39282928232208,21019.169417893416,0.23993881976665174,0.347,0.188,0.087,0.089,0.139,0.067,0.0
223,0,63,119,3.7777777777777777,9062.481269847187,76.15530478863182,3.6507936507936507,63,7689.232413810347,100,76.89232413810346,1.0080079852943946,191.37963912783752,23358.135309922145,0.32918862365456414,0.332,0.277,0.119,0.034,0.102,0.061,0.0
224,0,26,37,2.8461538461538463,3383.4932506440364,91.4457635309199,3.3076923076923075,24,3164.3054215472457,35,90.40872632992131,1.0052959015902676,112.72950638102085,14862.941175408714,0.21289900728280525,0.283,0.295,0.134,0.075,0.111,0.055,0.007
225,0,16,21,2.625,2040.386792006057,97.16127580981224,3.625,16,2040.386792006057,21,97.16127580981224,1.0023054945339684,76.28405323354323,9728.060916150536,0.20974239466558078,0.146,0.375,0.115,0.084,0.187,0.06,0.004
226,0,63,148,4.698412698412699,10699.578001817395,72.29444595822565,3.126984126984127,59,6287.279908512957,86,73.10790591294136,1.048101981858725,164.34473906859168,17513.243661284083,0.35900145227877045,0.411,0.213,0.115,0.039,0.154,0.039,0.013
227,2,41,76,3.707317073170732,9428.57648564916,124.06021691643632,2.6097560975609757,31,5356.360946658123,43,124.56653364321215,1.1097636797822097,53.716106993329475,9281.38250663159,0.577108091691187,0.149,0.108,0.321,0.18,0.137,0.053,0.0
228,0,60,113,3.7666666666666666,9413.020892652707,83.30106984648413,3.466666666666667,58,7251.833938567482,86,84.32365044845909,1.0167612831492032,167.91128851307997,20994.220357030164,0.34542049265187974,0.308,0.147,0.262,0.05,0.179,0.044,0.01
229,0,46,73,3.1739130434782608,5713.528276100169,78.26751063150917,3.739130434782609,46,5713.528276100173,73,78.26751063150921,1.0003595846641637,160.5669184533503,19943.557147597556,0.28648491509391727,0.173,0.27,0.23,0.104,0.11,0.077,0.028
230,0,35,61,3.4857142857142858,4806.207331285468,78.7902841194339,3.4,35,4047.790750405046,53,76.37341038500087,1.0026557927917956,172.99935887313285,20007.577276362004,0.20231288848686926,0.225,0.306,0.174,0.042,0.111,0.107,0.006
231,0,15,20,2.6666666666666665,1724.9082503490793,86.24541251745396,3.8,15,1724.9082503490793,20,86.24541251745396,1.0009105245681982,147.70952981422093,16985.692442115535,0.1015506583689352,0.149,0.343,0.106,0.186,0.091,0.09,0.008
